web_scraper_order,web_scraper_start_url,Nom,Prix,Adresse,Image_lien
"1767365241-573","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Chiwawa","550 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853647_uploaded_image1_1721564020.jpg"
"1767365241-574","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky","200 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4852383_uploaded_image1_1721477152.jpg"
"1767365241-575","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Cane Corso","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4851447_uploaded_image1_1721414706.jpg"
"1767365241-576","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Belgian Malinois charbonne","250 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4850412_uploaded_image1_1721376820.jpg"
"1767365241-577","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Rottweiler","250 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4848898_uploaded_image1_1721301203.jpg"
"1767365241-578","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots spitz nain","800 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4845887_uploaded_image1_1721141629.jpg"
"1767365241-579","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand","150 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4845561_uploaded_image1_1721130362.jpg"
"1767365241-580","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand","150 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4840125_uploaded_image1_1720797730.jpg"
"1767365241-581","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","350 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
"1767365241-582","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand poil long","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4834152_uploaded_image1_1720526802.jpg"
"1767365241-583","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens de race","250 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4829755_uploaded_image1_1720296424.jpg"
"1767365241-584","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens de race","500 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4829728_uploaded_image1_1720295748.jpg"
"1767365241-585","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","160 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4817314_uploaded_image1_1719692246.jpg"
"1767365241-586","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky pur sang","250 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg"
"1767365241-587","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots dog canaries","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4808208_uploaded_image1_1719236144.jpg"
"1767365241-588","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois 4 mois","275CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1767365241-589","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Malinois","77 963 888CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4806294_uploaded_image1_1719106703.jpg"
"1767365241-590","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon Maltais","779 638 883CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4806292_uploaded_image1_1719106602.jpg"
"1767365241-591","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot malinois femelle","250 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4795597_uploaded_image1_1718373916.jpg"
"1767365241-592","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","400 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4764005_uploaded_image1_1716798431.jpg"
"1767365241-593","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger XL","250 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4758802_uploaded_image1_1716485273.jpg"
"1767365241-594","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","290CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4755803_uploaded_image1_1716366578.jpg"
"1767365241-595","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Husky","300 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4755258_uploaded_image1_1716323395.jpg"
"1767365241-596","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots","20 000CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_4740260_uploaded_image1_1715562134.jpg"
"1767365241-597","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","150 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739575_uploaded_image1_1715527231.jpg"
"1767365241-598","https://sn.coinafrique.com/categorie/chiens?page=3","Rottweiler","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4727689_uploaded_image1_1714948146.jpg"
"1767365241-599","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand Femelle","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4717577_uploaded_image1_1714468820.jpg"
"1767365241-600","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","200 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4716925_uploaded_image1_1714422080.jpg"
"1767365241-601","https://sn.coinafrique.com/categorie/chiens?page=3","Femelle Apbt Brinze","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4711619_uploaded_image1_1714093089.jpg"
"1767365241-602","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","779 638 883CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4695228_uploaded_image1_1713282119.jpg"
"1767365241-603","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","777 621 466CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4683644_uploaded_image1_1712667997.jpg"
"1767365241-604","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Malinois","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4681737_uploaded_image1_1712574717.jpg"
"1767365241-605","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Ridgback","500 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4680610_uploaded_image1_1712497780.jpg"
"1767365241-606","https://sn.coinafrique.com/categorie/chiens?page=3","Malinois mal","250CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4679677_uploaded_image1_1712423347.jpg"
"1767365241-607","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","310 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1767365241-608","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Bichons Maltais","100 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4672174_uploaded_image1_1712086423.jpg"
"1767365241-609","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4670652_uploaded_image1_1712025834.jpg"
"1767365241-610","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","250 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4667946_uploaded_image1_1711887848.jpg"
"1767365241-611","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4664453_uploaded_image1_1711641058.jpg"
"1767365241-612","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4664447_uploaded_image1_1711640943.jpg"
"1767365241-613","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4660990_uploaded_image1_1711470133.jpg"
"1767365241-614","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4659440_uploaded_image1_1711400521.jpg"
"1767365241-615","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger allemand","175 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4657472_uploaded_image1_1711294709.jpg"
"1767365241-616","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4653887_uploaded_image1_1711074324.jpg"
"1767365248-617","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky male","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5385417_uploaded_image1_1750511517.jpg"
"1767365248-618","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger malinois","300 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5384862_uploaded_image1_1750465161.jpg"
"1767365248-619","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bichons Maltais","150 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5383547_uploaded_image1_1750415126.jpg"
"1767365248-620","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379393_uploaded_image1_1750190380.jpg"
"1767365248-621","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5379204_uploaded_image1_1750179653.jpg"
"1767365248-622","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bichons maltais","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5377145_uploaded_image1_1750084686.jpg"
"1767365248-623","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5376933_uploaded_image1_1750077698.jpg"
"1767365248-624","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots malamute pure","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5368072_uploaded_image1_1749564175.jpg"
"1767365248-625","https://sn.coinafrique.com/categorie/chiens?page=2","Métisse rock berger","75 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5360685_uploaded_image1_1749060096.06.jpeg"
"1767365248-626","https://sn.coinafrique.com/categorie/chiens?page=2","Husky et Rotweiller","300 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5357616_uploaded_image1_1748916757.jpg"
"1767365248-627","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots bichon","200 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5357093_uploaded_image1_1748892640.jpg"
"1767365248-628","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bouvier Bernois","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5356412_uploaded_image1_1748869590.jpg"
"1767365248-629","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Américain","200CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5353266_uploaded_image1_1748682865.jpg"
"1767365248-630","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger Allemand","175 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5352744_uploaded_image2_1748635949.jpeg"
"1767365248-631","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Husky","300 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341514_uploaded_image1_1747985445.jpg"
"1767365248-632","https://sn.coinafrique.com/categorie/chiens?page=2","Chien","130 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5341402_uploaded_image1_1747971696.jpg"
"1767365248-633","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Malinois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5341165_uploaded_image1_1747948139.jpg"
"1767365248-634","https://sn.coinafrique.com/categorie/chiens?page=2","Berger Allemand","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5340528_uploaded_image1_1747919294.jpg"
"1767365248-635","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerboul","275CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5338244_uploaded_image1_1747822800.jpg"
"1767365248-636","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","250 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5336125_uploaded_image1_1747687556.jpg"
"1767365248-637","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Pitbull Terrier","250 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5335882_uploaded_image1_1747679076.jpg"
"1767365248-638","https://sn.coinafrique.com/categorie/chiens?page=2","Chien de salon","150 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332506_uploaded_image1_1747475557.jpg"
"1767365248-639","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","300 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5328800_uploaded_image1_1747289408.jpg"
"1767365248-640","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Havanais","150 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326499_uploaded_image1_1747172729.jpg"
"1767365248-641","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Spitz Nain","800 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5326291_uploaded_image1_1747165396.jpg"
"1767365248-642","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","115 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326102_uploaded_image1_1747153443.jpg"
"1767365248-643","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rottweiller","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323434_uploaded_image1_1747041206.jpg"
"1767365248-644","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","Prix sur demande","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5322117_uploaded_image1_1746933372.jpg"
"1767365248-645","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321857_uploaded_image1_1746909799.jpg"
"1767365248-646","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5321695_uploaded_image1_1746899509.jpg"
"1767365248-647","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rotweiller","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321351_uploaded_image1_1746881645.jpg"
"1767365248-648","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Cavalier king","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5319622_uploaded_image1_1746790053.jpg"
"1767365248-649","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5317080_uploaded_image1_1746680060.jpg"
"1767365248-650","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Labradors","120 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5316749_uploaded_image1_1746650873.jpg"
"1767365248-651","https://sn.coinafrique.com/categorie/chiens?page=2","Vente Berger Femelle","400CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5305053_uploaded_image1_1746020493.jpg"
"1767365248-652","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Pitbull Terrier","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_5303725_uploaded_image1_1745943692.jpg"
"1767365248-653","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot","380 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5302773_uploaded_image1_1745911831.jpg"
"1767365248-654","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot femelle cane corso","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5299584_uploaded_image1_1745674318.jpg"
"1767365248-655","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5298958_uploaded_image1_1745627639.jpg"
"1767365248-656","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","Prix sur demande","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5293825_uploaded_image1_1745394897.jpg"
"1767365248-657","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","250 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5290700_uploaded_image1_1745194550.jpg"
"1767365248-658","https://sn.coinafrique.com/categorie/chiens?page=2","Chiens malinois","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5277780_uploaded_image1_1744399979.jpg"
"1767365248-659","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Havanais","150 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5272964_uploaded_image2_1744165161.jpeg"
"1767365248-660","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5268192_uploaded_image1_1743934250.jpg"
"1767365248-661","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky femelle","Prix sur demande","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5259188_uploaded_image1_1743466264.jpg"
"1767365248-662","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Dalmatiens","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256321_uploaded_image1_1743258183.jpg"
"1767365248-663","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Pitbull","150 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5253443_uploaded_image1_1743081531.jpg"
"1767365248-664","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Husky","200 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5253441_uploaded_image1_1743081336.jpg"
"1767365248-665","https://sn.coinafrique.com/categorie/chiens?page=2","Chiens malinois","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5251605_uploaded_image1_1742991471.jpg"
"1767365248-666","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5249300_uploaded_image1_1742862357.jpg"
"1767365248-667","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5249290_uploaded_image1_1742861930.jpg"
"1767365248-668","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots  Cane Corso","400 000CFA","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5243684_uploaded_image1_1742560976.jpg"
"1767365248-669","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger Allemand","300 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5228717_uploaded_image1_1741792512.jpg"
"1767365248-670","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5222994_uploaded_image1_1741542631.jpg"
"1767365248-671","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5222921_uploaded_image1_1741538962.jpg"
"1767365248-672","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5222912_uploaded_image1_1741538659.jpg"
"1767365248-673","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5222675_uploaded_image1_1741529199.jpg"
"1767365248-674","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","175 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5221815_uploaded_image2_1741461038.jpeg"
"1767365248-675","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Malinois","250 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5213981_uploaded_image1_1741092394.jpg"
"1767365248-676","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rott","300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5213979_uploaded_image1_1741092307.jpg"
"1767365248-677","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichons Havanais","130 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5199916_uploaded_image1_1740355901.jpg"
"1767365248-678","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","400 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5199105_uploaded_image1_1740305314.jpg"
"1767365248-679","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rott","200 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5192129_uploaded_image1_1739908831.jpg"
"1767365248-680","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Husky Sibérien","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5186967_uploaded_image1_1739620133.jpg"
"1767365248-681","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","130 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5186005_uploaded_image1_1739548062.jpg"
"1767365248-682","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Dogo Canario","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5178208_uploaded_image1_1739149958.jpg"
"1767365248-683","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rottweiler","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5161997_uploaded_image1_1738308372.jpg"
"1767365248-684","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Doberman","400 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg"
"1767365248-685","https://sn.coinafrique.com/categorie/chiens?page=2","Chien Rottewaler","300 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5155571_uploaded_image1_1737992590.jpg"
"1767365248-686","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136517_uploaded_image1_1736959572.jpg"
"1767365248-687","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bichons","175 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5133780_uploaded_image1_1736845188.jpg"
"1767365248-688","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","130 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1767365248-689","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","250 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5127074_uploaded_image1_1736431592.jpg"
"1767365248-690","https://sn.coinafrique.com/categorie/chiens?page=2","Chien","275CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1767365248-691","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","210 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114394_uploaded_image1_1735682024.jpg"
"1767365248-692","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1767365248-693","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5090975_uploaded_image1_1734122480.jpg"
"1767365248-694","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","80 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1767365248-695","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","80 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085597_uploaded_image1_1733856273.jpg"
"1767365248-696","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","80 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085579_uploaded_image1_1733854971.jpg"
"1767365248-697","https://sn.coinafrique.com/categorie/chiens?page=2","Berger malinois","250 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5078573_uploaded_image1_1733447779.jpg"
"1767365248-698","https://sn.coinafrique.com/categorie/chiens?page=2","Femelle berger allemand 4 mois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5065991_uploaded_image1_1732805663.jpg"
"1767365248-699","https://sn.coinafrique.com/categorie/chiens?page=2","Caniche mâle","650 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5054275_uploaded_image1_1732162667.jpg"
"1767365248-700","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot chihuahuas","250 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5045245_uploaded_image1_1731667358.jpg"
"1767365255-701","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Allemand","200 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5697068_uploaded_image1_1767154390.jpg"
"1767365255-702","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot malinois","250CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5690476_uploaded_image1_1766764470.jpg"
"1767365255-703","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","250 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5672239_uploaded_image1_1765736340.jpg"
"1767365255-704","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Dogue Argentin","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671568_uploaded_image1_1765675623.jpg"
"1767365255-705","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Rottweiler","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671567_uploaded_image1_1765675459.jpg"
"1767365255-706","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Husky","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671564_uploaded_image1_1765675272.jpg"
