web_scraper_order,web_scraper_start_url,Nom,Prix,Adresse,Image_lien
"1767365220-438","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots malinois","280 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4118286_uploaded_image1_1677846223.jpg"
"1767365220-439","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Caniche bichon","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4117078_uploaded_image1_1677779647.jpg"
"1767365220-440","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot mâle bichon","100 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4108812_uploaded_image1_1677276973.jpg"
"1767365220-441","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Spitz Nain Pomeranien","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4105901_uploaded_image1_1677094228.jpg"
"1767365220-442","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot berger malinois","700 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4085335_uploaded_image1_1675814530.jpg"
"1767365220-443","https://sn.coinafrique.com/categorie/chiens?page=5","Chien berger allemand","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4080591_uploaded_image1_1675545771.jpg"
"1767365220-444","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Pitbull","100 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4078372_uploaded_image1_1675431643.jpg"
"1767365220-445","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Bichons","130 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4077248_uploaded_image1_1675372705.jpg"
"1767365220-446","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Pitbull","100 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4070065_uploaded_image1_1675021877.jpg"
"1767365220-447","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot husky sibérien","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1767365220-448","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Golden Retriever","650 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4059349_uploaded_image1_1674300377.jpg"
"1767365230-449","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Golden Retriever","650 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4652247_uploaded_image1_1710993916.jpg"
"1767365230-450","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand mâle","180 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4636694_uploaded_image1_1710171190.jpg"
"1767365230-451","https://sn.coinafrique.com/categorie/chiens?page=4","Caniche","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4634226_uploaded_image1_1710001956.jpg"
"1767365230-452","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Femelle adulte","500 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4630010_uploaded_image1_1709800534.jpg"
"1767365230-453","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4618143_uploaded_image1_1709220344.jpg"
"1767365230-454","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon","150 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4611544_uploaded_image1_1708894607.jpg"
"1767365230-455","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4609624_uploaded_image1_1708767944.jpg"
"1767365230-456","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Boerboel","275 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4607340_uploaded_image1_1708639477.jpg"
"1767365230-457","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens boerbulls","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4606579_uploaded_image1_1708609223.jpg"
"1767365230-458","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens berger allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4604923_uploaded_image1_1708530320.jpg"
"1767365230-459","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4595120_uploaded_image1_1708002349.jpg"
"1767365230-460","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon maltais femelle","130 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4583262_uploaded_image1_1707324718.jpg"
"1767365230-461","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Boerboel","250CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4580660_uploaded_image1_1707214130.jpg"
"1767365230-462","https://sn.coinafrique.com/categorie/chiens?page=4","Chien American Bully","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4579870_uploaded_image1_1707162831.jpg"
"1767365230-463","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","150 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4578293_uploaded_image1_1707081785.jpg"
"1767365230-464","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rottweiler","250 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4578118_uploaded_image1_1707073637.jpg"
"1767365230-465","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","175 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4578066_uploaded_image1_1707070773.jpg"
"1767365230-466","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens Malinois charbonner","250 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4560526_uploaded_image1_1706096544.jpg"
"1767365230-467","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens malinois","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4559186_uploaded_image1_1706015644.jpg"
"1767365230-468","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Bichon maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4557442_uploaded_image1_1705924339.jpg"
"1767365230-469","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots mâle","195 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4556192_uploaded_image1_1705853341.jpg"
"1767365230-470","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","350 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4549443_uploaded_image1_1705486947.jpg"
"1767365230-471","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot femelle Malinois et Red Nose","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4548513_uploaded_image1_1705430390.jpg"
"1767365230-472","https://sn.coinafrique.com/categorie/chiens?page=4","Rottweiler femelle 2 mois","275 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4543266_uploaded_image1_1705144667.jpg"
"1767365230-473","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rott","300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4532830_uploaded_image1_1704659788.jpg"
"1767365230-474","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Malinois","250 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4532826_uploaded_image1_1704659683.jpg"
"1767365230-475","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4532817_uploaded_image1_1704659367.jpg"
"1767365230-476","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4532063_uploaded_image1_1704626532.jpg"
"1767365230-477","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bergers Allemands","125 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4530727_uploaded_image1_1704546741.jpg"
"1767365230-478","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","700 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4513587_uploaded_image1_1703525523.jpg"
"1767365230-479","https://sn.coinafrique.com/categorie/chiens?page=4","Chiotte Berger Allemand","230 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4513582_uploaded_image1_1703525135.jpg"
"1767365230-480","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens  Malinois charbonnés","700 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4513573_uploaded_image1_1703524791.jpg"
"1767365230-481","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Boerbool","550 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4513571_uploaded_image1_1703524590.jpg"
"1767365230-482","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4499987_uploaded_image1_1702579369.jpg"
"1767365230-483","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon Maltais","120 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4497142_uploaded_image1_1702422599.jpg"
"1767365230-484","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon Maltais","150 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4497133_uploaded_image1_1702422179.jpg"
"1767365230-485","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichon Maltais","150 000CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4491233_uploaded_image1_1702048768.jpg"
"1767365230-486","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","275CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4482375_uploaded_image1_1701548723.jpg"
"1767365230-487","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rottweiler","350 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4482373_uploaded_image1_1701548572.jpg"
"1767365230-488","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Kangal","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_4473735_uploaded_image1_1701045157.jpg"
"1767365230-489","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4463659_uploaded_image1_1700349992.jpg"
"1767365230-490","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche","150 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4456414_uploaded_image1_1699894532.jpg"
"1767365230-491","https://sn.coinafrique.com/categorie/chiens?page=4","Femelles Bichon Maltais","170 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4436255_uploaded_image1_1698705740.jpg"
"1767365230-492","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Allemand","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4413898_uploaded_image1_1697111822.jpg"
"1767365230-493","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Allemand","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4413893_uploaded_image1_1697111712.jpg"
"1767365230-494","https://sn.coinafrique.com/categorie/chiens?page=4","Chien","300 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4413890_uploaded_image1_1697111604.jpg"
"1767365230-495","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot","Prix sur demande","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4408048_uploaded_image1_1696769142.jpg"
"1767365230-496","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Presa Canario","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4407651_uploaded_image1_1696729959.jpg"
"1767365230-497","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","180 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4405915_uploaded_image1_1696611971.jpg"
"1767365230-498","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichon Maltais","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4405536_uploaded_image1_1696594762.jpg"
"1767365230-499","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche","120 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4404913_uploaded_image1_1696555140.jpg"
"1767365230-500","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Malinois","130 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4399201_uploaded_image1_1696256233.jpg"
"1767365230-501","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4396584_uploaded_image1_1696077607.jpg"
"1767365230-502","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon Maltais","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4396239_uploaded_image1_1696044813.jpg"
"1767365230-503","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon femelle","160 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4391785_uploaded_image1_1695736409.jpg"
"1767365230-504","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Husky","400 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4390232_uploaded_image1_1695643427.jpg"
"1767365230-505","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4380821_uploaded_image1_1694998874.jpg"
"1767365230-506","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Berger Malinois","170 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4375184_uploaded_image1_1694613400.jpg"
"1767365230-507","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","150 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4372068_uploaded_image1_1694433846.jpg"
"1767365230-508","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","300 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4364394_uploaded_image1_1693936965.jpg"
"1767365230-509","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Labrador","600 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4362528_uploaded_image1_1693831725.jpg"
"1767365230-510","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","160 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4359376_uploaded_image1_1693588268.jpg"
"1767365230-511","https://sn.coinafrique.com/categorie/chiens?page=4","Vente chiot pittbull  femelle","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4351149_uploaded_image1_1693052882.jpg"
"1767365230-512","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4351042_uploaded_image1_1693047159.jpg"
"1767365230-513","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4349193_uploaded_image1_1692908102.jpg"
"1767365230-514","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Malinois","140 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4347191_uploaded_image1_1692800036.jpg"
"1767365230-515","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","225 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4347159_uploaded_image1_1692798815.jpg"
"1767365230-516","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4344699_uploaded_image1_1692644593.jpg"
"1767365230-517","https://sn.coinafrique.com/categorie/chiens?page=4","Chien  Berger","Prix sur demande","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4344463_uploaded_image1_1692634225.jpg"
"1767365230-518","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4332159_uploaded_image1_1691820363.jpg"
"1767365230-519","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Caniche","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330813_uploaded_image1_1691723836.jpg"
"1767365230-520","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4330247_uploaded_image1_1691686832.jpg"
"1767365230-521","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4327552_uploaded_image1_1691526026.jpg"
"1767365230-522","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Boerbull","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4324260_uploaded_image1_1691322006.jpg"
"1767365230-523","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Malinois","225 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4318517_uploaded_image1_1690980921.jpg"
"1767365230-524","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot berger allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4315123_uploaded_image1_1690791733.jpg"
"1767365230-525","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots berger allemand","180 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4315045_uploaded_image1_1690773274.jpg"
"1767365230-526","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4314748_uploaded_image1_1690747602.jpg"
"1767365230-527","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4312162_uploaded_image1_1690550986.jpg"
"1767365230-528","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Bichon nain","200 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4311860_uploaded_image1_1690537675.jpg"
"1767365230-529","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4307889_uploaded_image1_1690298114.jpg"
"1767365230-530","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Cane Corso","400 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4300394_uploaded_image1_1689770783.jpg"
"1767365230-531","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Berger Allemand","200 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4296542_uploaded_image1_1689515237.jpg"
"1767365230-532","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Cane Corso","350 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4295604_uploaded_image1_1689430034.jpg"
"1767365241-533","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","300 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5044649_uploaded_image1_1731627517.jpg"
"1767365241-534","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky","Prix sur demande","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5028791_uploaded_image1_1730840222.jpg"
"1767365241-535","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5016564_uploaded_image1_1730217865.jpg"
"1767365241-536","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","250 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_5013765_uploaded_image1_1730056659.jpg"
"1767365241-537","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","130 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_5006641_uploaded_image1_1729624663.jpg"
"1767365241-538","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","250CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5004868_uploaded_image1_1729539442.jpg"
"1767365241-539","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots labrador pure race","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5002785_uploaded_image1_1729429974.jpg"
"1767365241-540","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1767365241-541","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand femelle","155 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4996897_uploaded_image1_1729087539.jpg"
"1767365241-542","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","300 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993670_uploaded_image1_1728931466.jpg"
"1767365241-543","https://sn.coinafrique.com/categorie/chiens?page=3","Chien","350 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4969495_uploaded_image1_1727744912.jpg"
"1767365241-544","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon maltais pur race","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4968565_uploaded_image1_1727702109.jpg"
"1767365241-545","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon maltais","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4968555_uploaded_image1_1727701801.jpg"
"1767365241-546","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots croisé Boer et Root","150 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919750_uploaded_image1_1725108338.jpg"
"1767365241-547","https://sn.coinafrique.com/categorie/chiens?page=3","chiot boerboel","500 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4960771_uploaded_image1_1727238490.jpg"
"1767365241-548","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","120 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4953991_uploaded_image1_1726857246.jpg"
"1767365241-549","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4953869_uploaded_image1_1726851193.jpg"
"1767365241-550","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","120 000CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4951836_uploaded_image1_1726753152.jpg"
"1767365241-551","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerboel","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951796_uploaded_image1_1726751862.jpg"
"1767365241-552","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Pitbull","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1767365241-553","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot chihuahua","390 000CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_4946002_uploaded_image1_1726441968.jpg"
"1767365241-554","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","100 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1767365241-555","https://sn.coinafrique.com/categorie/chiens?page=3","Couple de chiot de race","75 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4937044_uploaded_image1_1725971142.jpg"
"1767365241-556","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","180 000CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4935684_uploaded_image1_1725899364.jpg"
"1767365241-557","https://sn.coinafrique.com/categorie/chiens?page=3","Lolou de pomeranien","700 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4934169_uploaded_image1_1725812855.jpg"
"1767365241-558","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot bichon Maltais","150 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4934038_uploaded_image1_1725809065.jpg"
"1767365241-559","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","300 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4920593_uploaded_image1_1725147642.jpg"
"1767365241-560","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Malinois","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4910751_uploaded_image1_1724605148.jpg"
"1767365241-561","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot femelle caniche","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4893046_uploaded_image1_1723590343.jpg"
"1767365241-562","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4892261_uploaded_image1_1723561480.jpg"
"1767365241-563","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand","150 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1767365241-564","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Malinois","300 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4887929_uploaded_image1_1723329270.jpg"
"1767365241-565","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand","150 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885136_uploaded_image1_1723173479.jpg"
"1767365241-566","https://sn.coinafrique.com/categorie/chiens?page=3","Pitbull","135 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885134_uploaded_image1_1723173253.jpg"
"1767365241-567","https://sn.coinafrique.com/categorie/chiens?page=3","Golden Retriever","300 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4885131_uploaded_image1_1723173005.jpg"
"1767365241-568","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1767365241-569","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Caniche","150 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4867390_uploaded_image1_1722338649.jpg"
"1767365241-570","https://sn.coinafrique.com/categorie/chiens?page=3","Bichons maltin pure race","250 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865327_uploaded_image1_1722209598.jpg"
"1767365241-571","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots berger allemand","150 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4858734_uploaded_image1_1721829571.jpg"
"1767365241-572","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Golden retriever","650 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg"
